,datetime,Unnamed 0
0,2011-01-20 00:00:00,106.07778097997976
1,2011-01-20 01:00:00,197.9497809861026
2,2011-01-20 02:00:00,197.9497809861026
3,2011-01-20 03:00:00,156.79056755900984
4,2011-01-20 04:00:00,156.79056755900984
5,2011-01-20 05:00:00,143.2804014380232
6,2011-01-20 06:00:00,140.39433147136347
7,2011-01-20 07:00:00,141.27499538216014
8,2011-01-20 08:00:00,123.43492681393344
9,2011-01-20 09:00:00,107.87273668016246
10,2011-01-20 10:00:00,134.17392932556965
11,2011-01-20 11:00:00,114.59403504663456
12,2011-01-20 12:00:00,128.53136734027663
13,2011-01-20 13:00:00,119.83262595553273
14,2011-01-20 14:00:00,115.65488513588312
15,2011-01-20 15:00:00,105.30432755016543
16,2011-01-20 16:00:00,117.00684879013738
17,2011-01-20 17:00:00,116.13023867071044
18,2011-01-20 18:00:00,110.19494161076298
19,2011-01-20 19:00:00,123.84956155601506
20,2011-01-20 20:00:00,100.21947217899375
21,2011-01-20 21:00:00,104.429370086425
22,2011-01-20 22:00:00,107.22500538763751
23,2011-01-20 23:00:00,97.9589853475068
24,2011-01-21 00:00:00,107.81868992412672
25,2011-01-21 01:00:00,107.81868992412672
26,2011-01-21 02:00:00,-362.1554817460342
27,2011-01-21 03:00:00,-367.5364981328444
28,2011-01-21 04:00:00,124.68488654248566
29,2011-01-21 05:00:00,101.57667793564369
30,2011-01-21 06:00:00,132.37030608851268
31,2011-01-21 07:00:00,129.2107456452711
32,2011-01-21 08:00:00,116.50799274564727
33,2011-01-21 09:00:00,106.89763731173952
34,2011-01-21 10:00:00,84.3969357858887
35,2011-01-21 11:00:00,88.49170008922485
36,2011-01-21 12:00:00,55.21692256019796
37,2011-01-21 13:00:00,61.340654099737094
38,2011-01-21 14:00:00,78.52822611769054
39,2011-01-21 15:00:00,94.65801716458895
40,2011-01-21 16:00:00,113.40111516045553
41,2011-01-21 17:00:00,110.1704006588246
42,2011-01-21 18:00:00,130.41103207635322
43,2011-01-21 19:00:00,115.89614411753143
44,2011-01-21 20:00:00,93.66971244873244
45,2011-01-21 21:00:00,122.44287191651316
46,2011-01-21 22:00:00,103.83390379032008
47,2011-01-21 23:00:00,114.21351542627079
48,2011-01-22 00:00:00,356.3338297947795
49,2011-01-22 01:00:00,230.74955889990238
50,2011-01-22 02:00:00,238.45147971191787
51,2011-01-22 03:00:00,231.89292666928455
52,2011-01-22 04:00:00,228.895977448634
53,2011-01-22 06:00:00,232.73632557486704
54,2011-01-22 07:00:00,341.15661414748445
55,2011-01-22 08:00:00,338.42146438476004
56,2011-01-22 09:00:00,357.4049702844493
57,2011-01-22 10:00:00,237.3976288598823
58,2011-01-22 11:00:00,245.6897524625579
59,2011-01-22 12:00:00,232.29865632903275
60,2011-01-22 13:00:00,371.8336886927773
61,2011-01-22 14:00:00,375.87946244399916
62,2011-01-22 15:00:00,419.1343796224247
63,2011-01-22 16:00:00,362.7235606622438
64,2011-01-22 17:00:00,382.81717987687546
65,2011-01-22 18:00:00,363.96271396608756
66,2011-01-22 19:00:00,372.51021546948346
67,2011-01-22 20:00:00,367.0872745272984
68,2011-01-22 21:00:00,369.76779029571844
69,2011-01-22 22:00:00,363.6398436728431
70,2011-01-22 23:00:00,367.9977713530898
71,2011-01-23 00:00:00,367.9977713530898
72,2011-01-23 01:00:00,367.9977713530898
73,2011-01-23 02:00:00,351.5119604850362
74,2011-01-23 03:00:00,351.5119604850362
75,2011-01-23 05:00:00,249.2053398817699
76,2011-01-23 06:00:00,249.2053398817699
77,2011-01-23 07:00:00,355.5809554832913
78,2011-01-23 08:00:00,362.49437115695
79,2011-01-23 09:00:00,331.332874324621
80,2011-01-23 10:00:00,332.9125774670199
81,2011-01-23 11:00:00,365.4156643618112
82,2011-01-23 12:00:00,314.4748663255866
83,2011-01-23 13:00:00,336.618145198157
84,2011-01-23 14:00:00,340.3821062881681
85,2011-01-23 15:00:00,340.3821062881681
86,2011-01-23 16:00:00,351.39586296528614
87,2011-01-23 17:00:00,338.61466765401485
88,2011-01-23 18:00:00,353.8110842776373
89,2011-01-23 19:00:00,343.2569920058547
90,2011-01-23 20:00:00,347.26097562285565
91,2011-01-23 21:00:00,368.39717375790826
92,2011-01-23 22:00:00,363.1400298309926
93,2011-01-23 23:00:00,359.77700144445987
94,2011-01-24 00:00:00,146.30093155867652
95,2011-01-24 01:00:00,142.95335721721395
96,2011-01-24 03:00:00,132.92453669472096
97,2011-01-24 04:00:00,142.2328651796033
98,2011-01-24 05:00:00,142.2328651796033
99,2011-01-24 06:00:00,148.0204544159154
100,2011-01-24 07:00:00,152.46017963046606
101,2011-01-24 08:00:00,154.70860884974738
102,2011-01-24 09:00:00,158.57721558964437
103,2011-01-24 10:00:00,186.41479884813575
104,2011-01-24 11:00:00,153.00094150750516
105,2011-01-24 12:00:00,99.82401033180037
106,2011-01-24 13:00:00,102.70317297723307
107,2011-01-24 14:00:00,103.74205868333215
108,2011-01-24 15:00:00,153.22812405248894
109,2011-01-24 16:00:00,133.1055978160749
